Source,Target,ID,Weight,Type
643,156,0,4.295461642927751,directed
643,356,1,4.24212635143848,directed
643,174,2,,directed
643,246,3,4.517923291525157,directed
643,882,4,,directed
643,408,5,4.252654132830547,directed
643,192,6,4.324237788000796,directed
643,578,7,4.324515655216603,directed
643,417,8,4.21714707634953,directed
643,120,9,3.98420071313125,directed
643,232,10,4.377253630566284,directed
643,795,11,4.0173072697291,directed
643,716,12,4.329877537313296,directed
643,674,13,,directed
643,508,14,4.4158354257982735,directed
643,48,15,4.238391363002729,directed
643,854,16,4.151152993704521,directed
643,368,17,4.3349004134404625,directed
643,231,18,4.014362372444122,directed
643,308,19,,directed
643,702,20,4.272551773836684,directed
643,108,21,4.314720460455665,directed
643,266,22,4.436358301675698,directed
643,191,23,4.29319780493613,directed
643,324,24,4.019620523195369,directed
643,364,25,4.44056386073433,directed
643,426,26,,directed
643,840,27,4.509075182198874,directed
643,710,28,4.454771305205985,directed
643,764,29,4.257912585966049,directed
643,418,30,4.011263226640297,directed
643,818,31,4.338393234172915,directed
643,780,32,4.445382882882882,directed
643,288,33,3.9836137580495117,directed
643,440,34,4.444019181724635,directed
643,233,35,4.544863575410909,directed
643,729,36,4.461545387031266,directed
643,798,37,,directed
643,804,38,4.7468104757239455,directed
643,52,39,,directed
643,384,40,3.9043764988009597,directed
643,84,41,,directed
643,430,42,4.945318708189317,directed
643,528,43,4.374990549638799,directed
643,646,44,4.843550261169114,directed
643,212,45,,directed
643,690,46,4.6590871376180285,directed
643,372,47,4.423629252908522,directed
643,64,48,,directed
643,586,49,4.235215078802663,directed
643,442,50,4.441726322947226,directed
643,32,51,4.113489026774218,directed
643,112,52,4.283966808073826,directed
643,834,53,4.32840273225562,directed
643,140,54,4.612411854274339,directed
643,748,55,,directed
643,860,56,4.181192934613279,directed
643,585,57,4.983660130718954,directed
643,136,58,,directed
643,204,59,,directed
643,392,60,4.4166899428153386,directed
643,478,61,4.275058788947678,directed
643,218,62,5.058444072838396,directed
643,458,63,4.305553029576513,directed
643,344,64,,directed
643,584,65,,directed
643,400,66,4.434432357103777,directed
643,40,67,4.348298009027815,directed
643,422,68,4.625560399919748,directed
643,72,69,4.038854805725971,directed
643,516,70,,directed
643,148,71,4.49365276001705,directed
643,214,72,,directed
643,533,73,,directed
643,558,74,4.299649463324816,directed
643,562,75,4.251524038881802,directed
643,100,76,4.434386671710916,directed
643,566,77,4.127082196536558,directed
643,670,78,4.062788550323177,directed
643,184,79,,directed
643,270,80,,directed
643,554,81,4.219729045583613,directed
643,862,82,4.126202442837819,directed
643,620,83,4.273289036197284,directed
643,470,84,4.336071833637299,directed
643,24,85,4.128721857475625,directed
643,591,86,3.9712981486261683,directed
643,152,87,4.248837127461394,directed
643,226,88,4.1346647359016915,directed
643,20,89,4.613095238095237,directed
643,520,90,,directed
643,776,91,,directed
643,616,92,4.499960073288924,directed
643,492,93,4.6359198345632455,directed
643,484,94,4.320760472492554,directed
643,706,95,4.15689942438083,directed
643,583,96,3.5657051282051286,directed
643,608,97,4.32131838773442,directed
643,792,98,4.3400562530237154,directed
643,858,99,4.4354516472140695,directed
643,788,100,4.451600513703432,directed
643,688,101,4.368367386549048,directed
